UserName,AccY,AccX,AccZ,Activity
Rikhil,7.06,1.69,1.7297841,Downstairs
Rikhil,6.05,-2.64,1.4573771999999998,Downstairs
Rikhil,8.35,0.89,0.3405087,Downstairs
Rikhil,5.28,5.41,0.88532263,Downstairs
Rikhil,8.89,4.99,1.9885708,Downstairs
Rikhil,12.64,-1.04,1.7978859,Downstairs
Rikhil,8.92,1.73,1.9204689999999998,Downstairs
Rikhil,9.58,1.99,1.1168685,Downstairs
Rikhil,10.46,0.34,1.9477096999999999,Downstairs
Rikhil,9.08,0.84,0.313268,Downstairs
Rikhil,7.89,4.63,2.3426998,Downstairs
Rikhil,12.87,4.71,1.4573771999999998,Downstairs
Rikhil,13.4,2.72,-1.4573771999999998,Downstairs
Rikhil,13.48,2.87,3.990762,Downstairs
Rikhil,7.5,1.65,-4.944186,Downstairs
Rikhil,6.78,2.83,-1.7978859,Downstairs
Rikhil,11.37,3.34,-0.6537767,Downstairs
Rikhil,7.46,6.02,3.1463002999999996,Downstairs
Rikhil,7.74,2.79,0.61291564,Downstairs
Rikhil,9.47,0.42,-1.1168685,Downstairs
Rikhil,8.73,4.37,0.040861044,Downstairs
Rikhil,7.44,5.24,0.88532263,Downstairs
Rikhil,9.38,3.15,0.23154591,Downstairs
Rikhil,9.19,8.66,2.2609777,Downstairs
Rikhil,12.91,6.51,4.290409599999999,Downstairs
Rikhil,14.79,2.72,0.6946376999999999,Downstairs
Rikhil,12.45,0.46,-3.1054392,Downstairs
Rikhil,4.75,3.53,-0.95342433,Downstairs
Rikhil,4.25,0.53,0.9942854,Downstairs
Rikhil,1.65,2.11,-1.2666923,Downstairs
Rikhil,8.69,4.37,-0.08172209,Downstairs
Rikhil,10.31,6.82,4.9850473,Downstairs
Rikhil,6.4,2.96,2.9556155,Downstairs
Rikhil,17.05,3.72,3.2961242,Downstairs
Rikhil,8.2,5.67,-2.5333846,Downstairs
Rikhil,15.13,15.89,3.2961242,Downstairs
Rikhil,8.58,1.08,-0.61291564,Downstairs
Rikhil,9.34,0.95,-2.3018389,Downstairs
Rikhil,7.93,2.87,0.27240697,Downstairs
Rikhil,6.55,6.4,3.7864565999999997,Downstairs
Rikhil,7.97,6.85,-0.61291564,Downstairs
Rikhil,5.83,7.78,1.334794,Downstairs
Rikhil,9.72,9.28,3.336985,Downstairs
Rikhil,15.4,6.32,-0.53119355,Downstairs
Rikhil,15.05,4.21,-0.27240697,Downstairs
Rikhil,4.4,-0.72,-0.38136974,Downstairs
Rikhil,2.34,0.04,-1.6480621,Downstairs
Rikhil,5.33,5.48,2.9147543999999996,Downstairs
Rikhil,7.74,9.11,-2.3018389,Downstairs
Rikhil,9.66,6.66,2.8738932999999998,Downstairs
Rikhil,9.19,4.4,8.390134,Downstairs
Rikhil,12.6,4.75,-0.84446156,Downstairs
Rikhil,10.88,6.7,0.0,Downstairs
Rikhil,9.72,12.3,-0.5720546,Downstairs
Rikhil,9.96,3.95,0.0,Downstairs
Rikhil,8.24,0.95,-1.4165162,Downstairs
Rikhil,8.54,2.68,-1.8796080000000002,Downstairs
Rikhil,4.63,3.72,0.08172209,Downstairs
Rikhil,6.78,7.67,0.42223078,Downstairs
Rikhil,7.35,6.17,2.3018389,Downstairs
Rikhil,8.85,9.38,1.8387468999999996,Downstairs
Rikhil,13.87,6.36,2.4925237,Downstairs
Rikhil,12.37,3.02,-2.8330324,Downstairs
Rikhil,10.34,2.3,-0.3405087,Downstairs
Rikhil,2.83,3.45,0.84446156,Downstairs
Rikhil,5.43,4.37,0.38136974,Downstairs
Rikhil,8.77,4.4,-1.4573771999999998,Downstairs
Rikhil,11.45,6.13,2.152015,Downstairs
Rikhil,7.44,7.16,5.284695,Downstairs
Rikhil,10.73,2.37,1.6480621,Downstairs
Rikhil,10.65,7.08,-0.88532263,Downstairs
Rikhil,8.16,14.98,-0.46309182,Downstairs
Rikhil,10.0,4.48,2.6014863999999998,Downstairs
Rikhil,8.66,0.69,-1.4573771999999998,Downstairs
Rikhil,8.43,2.22,-1.9885708,Downstairs
Rikhil,6.7,2.96,-1.2666923,Downstairs
Rikhil,7.93,6.17,0.88532263,Downstairs
Rikhil,5.94,6.74,1.4165162,Downstairs
Rikhil,6.93,13.29,3.4459480000000005,Downstairs
Rikhil,15.43,7.31,1.8387468999999996,Downstairs
Rikhil,14.18,3.26,-1.334794,Downstairs
Rikhil,8.16,1.76,0.38136974,Downstairs
Rikhil,5.86,4.99,0.23154591,Downstairs
Rikhil,4.75,4.52,1.5390993,Downstairs
Rikhil,5.75,3.83,-2.1111538,Downstairs
Rikhil,9.28,5.24,4.2086873,Downstairs
Rikhil,7.93,8.85,5.1348709999999995,Downstairs
Rikhil,7.63,2.91,0.3405087,Downstairs
Rikhil,16.78,5.94,1.4982381999999999,Downstairs
Rikhil,7.01,6.17,-2.1383946,Downstairs
Rikhil,14.18,7.12,-0.95342433,Downstairs
Rikhil,9.96,4.6,0.7218784,Downstairs
Rikhil,7.5,2.83,-1.7297841,Downstairs
Rikhil,9.58,4.4,-2.2201166000000003,Downstairs
Rikhil,5.67,2.87,0.7218784,Downstairs
Rikhil,5.48,4.56,2.6014863999999998,Downstairs
Rikhil,6.44,4.79,-1.3075534,Downstairs
Rikhil,7.31,7.25,-2.070293,Downstairs
Rikhil,6.51,9.89,3.336985,Downstairs
Rikhil,11.5,8.08,2.1792557,Downstairs
Rikhil,14.75,7.67,-1.607201,Downstairs
Rikhil,13.38,6.47,-0.38136974,Downstairs
Rikhil,8.81,3.38,3.1463002999999996,Downstairs
Rikhil,7.27,2.98,-0.29964766,Downstairs
Rikhil,6.24,2.64,0.84446156,Downstairs
Rikhil,6.85,0.72,0.8036005,Downstairs
Rikhil,6.4,4.25,-1.525479,Downstairs
Rikhil,6.17,7.89,6.5105260000000005,Downstairs
Rikhil,7.5,9.96,4.862464,Downstairs
Rikhil,12.57,7.59,0.7218784,Downstairs
Rikhil,13.72,6.55,-2.4925237,Downstairs
Rikhil,11.41,3.3,0.10896278,Downstairs
Rikhil,10.38,5.13,-2.6423476000000004,Downstairs
Rikhil,10.42,6.05,-2.5333846,Downstairs
Rikhil,7.7,3.53,-1.9477096999999999,Downstairs
Rikhil,5.98,2.41,-0.8036005,Downstairs
Rikhil,7.59,2.76,-1.1168685,Downstairs
Rikhil,10.23,3.99,-1.334794,Downstairs
Rikhil,11.07,4.67,7.246025,Downstairs
Rikhil,8.54,7.89,-2.4925237,Downstairs
Rikhil,9.96,11.92,-1.2258313,Downstairs
Rikhil,7.31,10.88,8.499097,Downstairs
Rikhil,13.67,5.24,-2.0294318,Downstairs
Rikhil,15.13,6.44,-5.09401,Downstairs
Rikhil,10.53,4.71,1.3075534,Downstairs
Rikhil,7.4,4.14,-0.88532263,Downstairs
Rikhil,5.56,3.45,-1.56634,Downstairs
Rikhil,6.4,0.93,-1.2258313,Downstairs
Rikhil,5.33,4.29,-0.7218784,Downstairs
Rikhil,6.02,9.19,6.742072,Downstairs
Rikhil,12.76,5.83,6.1291566,Downstairs
Rikhil,10.92,-5.67,2.3699405,Downstairs
Rikhil,10.92,-5.67,2.3699405,Downstairs
Rikhil,10.92,-5.67,2.3699405,Downstairs
Rikhil,8.05,9.81,0.61291564,Downstairs
Rikhil,9.72,2.72,-0.3405087,Downstairs
Rikhil,7.44,5.18,1.334794,Downstairs
Rikhil,5.98,6.36,1.6480621,Downstairs
Rikhil,7.01,5.01,1.1849703,Downstairs
Rikhil,6.28,1.84,3.1054392,Downstairs
Rikhil,8.43,2.22,0.6946376999999999,Downstairs
Rikhil,7.25,3.72,-0.23154591,Downstairs
Rikhil,6.85,4.79,0.61291564,Downstairs
Rikhil,7.74,9.85,0.92618364,Downstairs
Rikhil,10.69,16.32,6.238119,Downstairs
Rikhil,13.44,6.17,0.6946376999999999,Downstairs
Rikhil,13.4,2.76,-1.334794,Downstairs
Rikhil,5.28,3.26,0.040861044,Downstairs
Rikhil,5.01,3.02,0.27240697,Downstairs
Rikhil,3.02,2.34,-0.6946376999999999,Downstairs
Rikhil,5.71,2.45,-1.2258313,Downstairs
Rikhil,9.43,7.27,2.070293,Downstairs
Rikhil,6.47,9.47,4.944186,Downstairs
Rikhil,9.89,5.48,4.099725,Downstairs
Rikhil,15.98,1.88,2.982856,Downstairs
Rikhil,7.97,10.84,-2.9147543999999996,Downstairs
Rikhil,10.12,11.96,3.7864565999999997,Downstairs
Rikhil,7.4,1.42,-1.7978859,Downstairs
Rikhil,9.23,3.68,-2.0294318,Downstairs
Rikhil,5.18,5.05,2.6423476000000004,Downstairs
Rikhil,5.75,4.18,0.14982383,Downstairs
Rikhil,6.93,9.72,1.0351465,Downstairs
Rikhil,7.12,9.81,3.7864565999999997,Downstairs
Rikhil,14.21,8.01,1.1849703,Downstairs
Rikhil,11.54,4.67,-2.4516625,Downstairs
Rikhil,9.92,1.04,-0.7218784,Downstairs
Rikhil,5.52,4.1,0.9942854,Downstairs
Rikhil,3.3,2.98,1.6889231,Downstairs
Rikhil,5.22,4.56,-0.6946376999999999,Downstairs
Rikhil,11.54,7.01,4.140586,Downstairs
Rikhil,6.82,7.7,1.6480621,Downstairs
Rikhil,14.63,6.7,6.742072,Downstairs
Rikhil,6.82,10.69,-2.8330324,Downstairs
Rikhil,12.53,7.55,0.84446156,Downstairs
Rikhil,7.5,3.76,-1.56634,Downstairs
Rikhil,6.78,3.17,-1.7297841,Downstairs
Rikhil,8.08,4.82,-1.2666923,Downstairs
Rikhil,6.17,5.71,1.0760075,Downstairs
Rikhil,7.31,9.51,3.2552630000000002,Downstairs
Rikhil,8.81,10.53,3.5957718,Downstairs
Rikhil,13.06,3.6,-2.4925237,Downstairs
Rikhil,9.19,0.76,-3.4868089999999996,Downstairs
Rikhil,8.47,1.8,-1.334794,Downstairs
Rikhil,3.68,4.75,1.4573771999999998,Downstairs
Rikhil,9.04,6.21,-0.27240697,Downstairs
Rikhil,9.92,7.67,3.8273177000000005,Downstairs
Rikhil,5.52,6.36,1.56634,Downstairs
Rikhil,11.84,7.78,1.1441092,Downstairs
Rikhil,8.2,9.58,-0.23154591,Downstairs
Rikhil,12.64,11.84,1.6889231,Downstairs
Rikhil,7.93,-1.04,-2.2201166000000003,Downstairs
Rikhil,12.03,2.3,-0.7627395,Downstairs
Rikhil,7.5,2.6,1.4165162,Downstairs
Rikhil,4.94,5.48,-0.38136974,Downstairs
Rikhil,3.6,14.02,3.990762,Downstairs
Rikhil,3.6,14.02,3.990762,Downstairs
Rikhil,3.6,14.02,3.990762,Downstairs
Rikhil,3.6,14.02,3.990762,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,4.79,7.97,5.597963,Downstairs
Rikhil,4.79,7.97,5.597963,Downstairs
Rikhil,14.14,7.74,2.1111538,Downstairs
Rikhil,8.66,5.37,-1.9885708,Downstairs
Rikhil,13.59,9.96,3.7183550000000003,Downstairs
Rikhil,4.21,0.0,-1.525479,Downstairs
Rikhil,9.08,2.45,-2.2201166000000003,Downstairs
Rikhil,7.21,3.87,-2.3018389,Downstairs
Rikhil,3.15,12.18,3.7864565999999997,Downstairs
Rikhil,3.15,12.18,3.7864565999999997,Downstairs
Rikhil,3.15,12.18,3.7864565999999997,Downstairs
Rikhil,3.15,12.18,3.7864565999999997,Downstairs
Rikhil,4.9,0.31,-1.7570249,Downstairs
Rikhil,4.9,0.31,-1.7570249,Downstairs
Rikhil,12.03,6.66,-2.0294318,Downstairs
Rikhil,6.7,8.43,6.973617999999999,Downstairs
Rikhil,8.24,6.55,0.38136974,Downstairs
Rikhil,15.28,4.71,3.4459480000000005,Downstairs
Rikhil,6.78,6.55,-1.9885708,Downstairs
Rikhil,13.91,9.23,1.4573771999999998,Downstairs
Rikhil,7.63,1.33,0.84446156,Downstairs
Rikhil,6.93,2.34,-1.6889231,Downstairs
Rikhil,8.08,6.85,-1.607201,Downstairs
Rikhil,4.48,10.73,3.4050870000000004,Downstairs
Rikhil,3.49,10.12,3.8681788,Downstairs
Rikhil,13.02,9.51,0.23154591,Downstairs
Rikhil,15.4,5.56,-2.6014863999999998,Downstairs
Rikhil,10.88,3.79,-1.2258313,Downstairs
Rikhil,10.88,3.79,-1.2258313,Downstairs
Rikhil,10.88,3.79,-1.2258313,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,9.23,5.79,-0.19068487,Downstairs
Rikhil,9.23,5.79,-0.19068487,Downstairs
Rikhil,13.82,6.4,0.8036005,Downstairs
Rikhil,13.14,6.13,-1.6480621,Downstairs
Rikhil,11.11,4.44,-3.336985,Downstairs
Rikhil,7.67,3.3,-2.2609777,Downstairs
Rikhil,4.52,2.15,-1.607201,Downstairs
Rikhil,7.27,3.95,-1.6480621,Downstairs
Rikhil,8.89,4.33,-0.50395286,Downstairs
Rikhil,9.92,8.39,10.56939,Downstairs
Rikhil,8.2,8.81,-1.334794,Downstairs
Rikhil,8.77,13.59,3.9090397000000006,Downstairs
Rikhil,13.25,8.77,-4.018002500000001,Downstairs
Rikhil,15.94,6.21,-7.9679036,Downstairs
Rikhil,9.0,6.55,-0.9125633,Downstairs
Rikhil,9.72,5.05,0.53119355,Downstairs
Rikhil,8.05,2.56,-3.1054392,Downstairs
Rikhil,7.06,-1.8,-1.9204689999999998,Downstairs
Rikhil,6.09,-0.57,-1.56634,Downstairs
Rikhil,8.01,14.41,9.847511,Downstairs
Rikhil,6.82,5.94,1.3756552,Downstairs
Rikhil,9.66,3.49,-0.95342433,Downstairs
Rikhil,12.87,7.01,-4.7535014,Downstairs
Rikhil,8.81,6.85,-2.6423476000000004,Downstairs
Rikhil,11.56,4.71,-1.6480621,Downstairs
Rikhil,10.12,3.11,-0.29964766,Downstairs
Rikhil,7.21,1.92,1.3075534,Downstairs
Rikhil,7.44,4.9,-1.7570249,Downstairs
Rikhil,7.97,3.49,-0.46309182,Downstairs
Rikhil,8.81,2.34,0.313268,Downstairs
Rikhil,8.77,7.01,0.040861044,Downstairs
Rikhil,8.5,10.5,4.862464,Downstairs
Rikhil,8.39,11.84,4.944186,Downstairs
Rikhil,9.51,9.66,2.6014863999999998,Downstairs
Rikhil,19.5,4.56,-3.6774937999999993,Downstairs
Rikhil,15.4,5.56,-2.7921712000000003,Downstairs
Rikhil,8.2,5.6,-1.0351465,Downstairs
Rikhil,5.09,2.83,0.14982383,Downstairs
Rikhil,4.21,-4.94,-1.0760075,Downstairs
Rikhil,2.83,-0.95,-1.0760075,Downstairs
Rikhil,5.18,5.75,-0.3405087,Downstairs
Rikhil,4.82,8.2,-2.3018389,Downstairs
Rikhil,9.66,5.67,4.372132,Downstairs
Rikhil,9.66,5.67,4.372132,Downstairs
Rikhil,11.54,2.56,1.1441092,Downstairs
Rikhil,12.57,5.86,0.6946376999999999,Downstairs
Rikhil,9.19,6.55,-2.1792557,Downstairs
Rikhil,14.6,14.9,4.440233,Downstairs
Rikhil,5.13,3.68,0.8036005,Downstairs
Rikhil,6.59,2.34,-2.070293,Downstairs
Rikhil,7.63,4.33,-1.525479,Downstairs
Rikhil,5.33,4.14,0.10896278,Downstairs
Rikhil,7.21,6.13,1.9204689999999998,Downstairs
Rikhil,5.71,10.12,1.6889231,Downstairs
Rikhil,11.84,11.65,2.4516625,Downstairs
Rikhil,14.63,6.4,-0.38136974,Downstairs
Rikhil,10.15,2.98,-1.7297841,Downstairs
Rikhil,6.89,2.18,-1.0351465,Downstairs
Rikhil,2.98,1.99,0.38136974,Downstairs
Rikhil,3.3,3.95,-0.08172209,Downstairs
Rikhil,10.76,9.85,3.173541,Downstairs
Rikhil,6.85,2.83,2.982856,Downstairs
Rikhil,11.5,5.37,2.2609777,Downstairs
Rikhil,12.45,9.43,0.88532263,Downstairs
Rikhil,9.85,10.99,0.38136974,Downstairs
Rikhil,8.47,6.97,2.3426998,Downstairs
Rikhil,6.7,0.8,-1.8796080000000002,Downstairs
Rikhil,8.39,3.64,-1.6480621,Downstairs
Rikhil,6.05,2.96,0.23154591,Downstairs
Rikhil,6.59,6.59,2.1111538,Downstairs
Rikhil,4.29,13.63,0.7627395,Downstairs
Rikhil,12.18,9.89,2.2201166000000003,Downstairs
Rikhil,15.05,6.55,-2.6423476000000004,Downstairs
Rikhil,12.64,2.11,-1.9204689999999998,Downstairs
Rikhil,1.84,1.5,1.3756552,Downstairs
Rikhil,3.26,5.13,1.2258313,Downstairs
Rikhil,8.35,6.78,-2.7240696,Downstairs
Rikhil,8.62,8.39,4.2495484,Downstairs
Rikhil,6.02,5.28,5.9793324,Downstairs
Rikhil,13.59,5.01,1.1849703,Downstairs
Rikhil,13.59,5.01,1.1849703,Downstairs
Rikhil,13.14,14.02,2.1792557,Downstairs
Rikhil,6.4,0.11,0.3405087,Downstairs
Rikhil,9.53,3.15,-1.7297841,Downstairs
Rikhil,9.53,3.15,-1.7297841,Downstairs
Rikhil,5.63,4.37,-0.50395286,Downstairs
Rikhil,5.6,12.22,1.9885708,Downstairs
Rikhil,10.69,11.69,2.9147543999999996,Downstairs
Rikhil,14.14,3.57,-3.1054392,Downstairs
Rikhil,7.4,1.61,-4.0588636,Downstairs
Rikhil,7.4,1.61,-4.0588636,Downstairs
Rikhil,6.74,1.27,-1.2666923,Downstairs
Rikhil,6.59,2.34,0.95342433,Downstairs
Rikhil,11.41,11.73,4.7943625,Downstairs
Rikhil,5.22,4.71,2.7921712000000003,Downstairs
Rikhil,9.38,10.42,-1.6889231,Downstairs
Rikhil,8.81,10.34,0.27240697,Downstairs
Rikhil,10.76,3.57,-1.3756552,Downstairs
Rikhil,10.38,3.72,1.4982381999999999,Downstairs
Rikhil,5.56,1.65,-0.5720546,Downstairs
Rikhil,8.24,5.98,-1.7570249,Downstairs
Rikhil,3.02,12.41,1.607201,Downstairs
Rikhil,13.57,8.08,2.8738932999999998,Downstairs
Rikhil,13.57,8.08,2.8738932999999998,Downstairs
Rikhil,13.57,8.08,2.8738932999999998,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,9.7,12.15,1.9885708,Downstairs
Rikhil,9.7,12.15,1.9885708,Downstairs
Rikhil,2.91,8.58,3.8681788,Downstairs
Rikhil,2.91,8.58,3.8681788,Downstairs
Rikhil,2.91,8.58,3.8681788,Downstairs
Rikhil,0.0,0.0,0.0,Downstairs
Rikhil,10.46,5.83,-0.29964766,Downstairs
Rikhil,10.46,5.83,-0.29964766,Downstairs
Rikhil,8.73,4.86,0.61291564,Downstairs
Rikhil,6.4,4.71,4.440233,Downstairs
Rikhil,6.4,4.71,4.440233,Downstairs
Rikhil,13.99,5.98,-3.9771416,Downstairs
Rikhil,10.12,3.49,-2.3426998,Downstairs
Rikhil,7.06,2.96,1.607201,Downstairs
Rikhil,7.06,2.96,1.607201,Downstairs
